connection_initiator,connection,date_conection,messages_exchanged
611,247,2020-12-18,10639
588,370,2020-10-15,99676
455,539,2020-01-05,2880
76,253,2019-07-13,39209
428,897,2020-01-26,952
698,48,2020-01-01,1708
555,399,2019-03-12,54969
981,304,2019-02-28,70177
21,829,2020-04-26,98288
857,21,2020-08-02,34547
337,877,2019-03-19,40005
600,318,2021-02-17,2059
605,525,2020-05-21,30428
920,412,2020-08-26,68795
730,219,2019-07-15,21955
563,581,2019-04-22,3676
654,556,2019-11-01,27822
707,666,2020-10-05,12186
953,476,2019-08-31,56517
593,438,2019-10-14,71056
790,92,2019-12-17,61202
261,518,2020-11-13,68279
289,621,2019-09-15,7825
751,688,2019-10-19,91017
484,824,2021-01-20,3755
773,443,2020-04-10,53505
216,942,2019-11-20,5689
414,590,2019-11-03,31549
573,452,2021-02-13,45398
652,343,2020-03-06,55764
954,12,2020-11-05,37837
503,541,2020-01-25,29371
406,506,2019-11-19,23406
358,772,2021-02-14,56520
836,765,2019-11-18,85926
287,998,2020-02-17,55045
703,433,2020-03-26,18210
287,707,2020-05-02,40545
999,933,2019-05-04,17736
98,192,2020-02-17,24708
70,872,2020-12-14,91510
548,313,2020-02-11,27586
668,790,2021-01-05,91170
140,760,2020-08-17,75132
565,118,2019-08-20,22605
449,462,2020-08-19,74986
457,590,2019-02-23,86327
961,447,2020-08-08,5299
356,294,2020-06-02,52153
412,627,2019-04-20,49720
235,134,2020-12-20,96277
228,601,2019-11-25,39734
782,15,2020-02-27,43981
327,853,2020-07-23,31322
672,315,2021-01-14,28847
840,903,2020-09-23,93779
695,273,2020-01-14,79546
205,391,2019-10-30,64273
876,597,2021-01-27,73105
767,223,2021-01-30,99450
447,706,2020-11-25,80884
924,799,2019-12-19,3014
183,584,2019-11-08,76912
755,595,2020-11-26,99033
740,355,2020-07-13,27651
242,664,2020-11-15,35637
657,458,2019-04-28,81559
316,550,2019-03-23,9969
172,481,2020-11-26,88074
401,729,2019-11-24,40811
99,904,2019-03-26,97323
855,706,2019-09-03,53152
913,535,2019-05-31,38839
39,486,2019-07-22,82726
647,633,2020-10-11,35109
574,112,2020-10-22,43959
632,232,2020-11-26,14672
113,997,2019-09-17,20300
295,957,2019-11-09,61267
770,226,2020-09-24,8405
677,231,2020-12-16,94543
577,780,2019-11-15,90870
98,664,2019-06-03,98383
992,250,2019-04-24,28575
747,635,2020-03-22,9428
142,859,2020-10-20,93273
726,984,2020-11-14,73434
276,771,2019-03-09,35402
348,573,2019-10-14,49876
71,422,2020-03-23,83359
875,662,2020-08-08,82527
698,727,2019-07-28,63736
584,75,2019-12-01,58631
305,796,2020-03-30,6049
977,849,2019-04-01,66518
617,954,2019-12-15,61040
158,978,2020-07-31,5823
165,540,2020-06-04,82622
459,785,2019-04-08,60544
459,13,2019-12-15,82966
91,429,2019-05-28,80452
661,167,2020-02-03,5925
369,976,2020-07-14,42896
167,320,2020-04-23,11889
414,308,2020-10-18,49158
394,177,2020-10-19,9387
477,876,2019-06-19,48768
254,432,2019-06-13,47282
728,277,2020-07-04,92609
385,658,2019-08-24,67247
12,779,2019-06-04,98920
588,211,2019-05-21,28106
250,614,2019-08-23,26995
100,368,2019-08-03,73809
333,346,2019-10-17,97174
963,360,2020-03-16,48186
232,325,2019-03-19,9303
656,834,2020-05-01,37135
610,371,2020-09-17,43274
127,289,2020-11-28,63991
336,197,2019-04-29,79259
145,733,2019-03-13,70854
731,57,2020-02-22,59816
37,416,2020-12-28,80324
690,427,2021-01-21,79777
538,720,2019-09-09,60162
277,432,2020-07-13,31317
668,379,2019-05-24,94083
949,889,2021-01-30,78178
812,86,2020-05-22,49592
480,302,2019-07-06,93233
624,313,2019-03-18,59171
17,820,2020-02-01,88503
645,642,2019-12-05,28137
194,357,2019-03-31,82662
926,236,2019-04-09,1243
748,508,2020-09-25,60429
213,367,2021-02-09,14526
382,516,2020-10-27,12746
345,530,2019-12-11,43988
296,669,2020-06-27,63668
106,174,2019-07-13,14684
616,870,2019-07-30,76506
643,943,2020-12-28,29398
882,100,2020-04-25,39796
400,603,2020-03-14,46733
653,351,2020-02-27,72327
707,454,2020-06-25,45769
233,200,2020-04-26,40968
32,633,2020-02-28,23826
795,225,2021-01-02,22099
452,85,2019-10-23,199
562,154,2020-12-11,48667
961,567,2020-01-11,67545
881,971,2019-05-07,1996
572,306,2020-01-04,41403
77,864,2019-12-23,88412
29,360,2020-07-31,61027
124,965,2020-09-23,51978
514,431,2020-05-05,76465
630,367,2019-03-27,80283
288,782,2019-10-26,34564
581,9,2020-10-12,81452
366,388,2020-10-27,74077
403,780,2019-10-25,19255
85,619,2019-10-22,76833
606,94,2020-04-12,30565
946,467,2020-01-05,38884
370,125,2019-07-04,96664
603,735,2020-05-12,90645
718,48,2021-01-01,24638
256,328,2019-09-27,30589
664,437,2019-10-10,8305
283,727,2020-11-02,81786
441,7,2019-02-24,19632
115,69,2020-10-28,24057
432,309,2020-06-09,29356
943,312,2020-03-03,91729
407,713,2020-08-06,77197
481,80,2019-10-14,70849
408,261,2019-10-27,63711
943,199,2019-06-27,91176
193,578,2019-11-08,87736
568,732,2019-03-03,61986
70,291,2019-07-04,38657
586,902,2020-11-29,41023
320,551,2019-04-05,3481
370,473,2019-03-07,71580
746,493,2019-03-15,93345
872,669,2019-12-30,24667
40,527,2020-12-31,67154
365,548,2019-06-04,81907
525,506,2019-03-26,74150
562,993,2020-11-18,83052
873,706,2020-01-31,67670
640,739,2019-03-04,90471
231,655,2020-02-05,48221
859,659,2019-03-31,36796
999,816,2019-06-01,32688
42,238,2020-01-04,5434
992,401,2020-08-30,23193
93,908,2019-08-19,71082
463,264,2019-06-02,73756
472,867,2020-03-27,62504
960,95,2020-09-23,32684
496,493,2019-12-06,89060
195,505,2020-01-23,49884
100,110,2019-10-22,11957
214,897,2020-02-16,86122
492,189,2020-03-06,79829
715,134,2019-07-03,68776
276,203,2019-09-16,85074
230,447,2019-03-31,62670
591,78,2021-01-16,17163
895,784,2021-01-03,33333
570,358,2020-03-28,65901
825,76,2020-04-04,32097
906,603,2020-10-19,35997
859,504,2020-09-15,20039
246,858,2020-09-28,76350
927,526,2019-04-11,18299
824,396,2019-07-14,37303
786,979,2019-12-21,69582
930,366,2019-07-01,14647
538,626,2020-07-11,73105
559,735,2020-12-10,90292
160,455,2020-11-11,71082
174,818,2020-07-17,32151
555,547,2020-08-14,76771
566,811,2019-08-27,82346
259,870,2020-12-17,48312
786,876,2019-07-21,21453
710,59,2020-09-14,50403
839,991,2019-06-03,88541
952,385,2019-11-02,17615
391,524,2019-11-06,24805
639,523,2020-01-07,71396
984,677,2020-07-02,40860
739,743,2021-01-16,44480
868,769,2020-01-06,34839
193,313,2020-08-22,53843
549,222,2019-12-13,15164
617,722,2019-06-01,19421
961,251,2020-01-04,29146
824,675,2020-08-06,29625
81,200,2019-03-03,44038
169,523,2019-06-01,93052
442,994,2019-05-26,81442
925,692,2020-08-24,96585
446,712,2020-08-30,31550
256,684,2019-06-15,40072
718,868,2019-05-21,16762
188,960,2019-08-28,89535
22,896,2020-07-03,67127
150,186,2020-04-24,62460
172,324,2020-10-01,8249
576,468,2020-11-20,6415
563,129,2019-05-16,71189
302,245,2020-08-13,27414
55,644,2020-11-29,38924
218,385,2020-10-20,24776
595,694,2020-05-12,99896
268,297,2020-07-26,58647
14,357,2020-11-09,73099
821,94,2019-09-01,12070
572,479,2020-07-10,45680
84,689,2019-08-10,83936
539,839,2020-10-06,31811
248,922,2021-02-16,63425
644,141,2019-03-22,4339
289,931,2019-06-09,33658
997,2,2020-01-10,33614
966,331,2019-04-26,50667
136,680,2020-01-15,33729
484,606,2020-04-27,16253
187,181,2020-07-09,2549
830,835,2019-05-07,47611
792,668,2019-11-11,79675
125,102,2020-09-05,46113
79,951,2019-12-14,72844
197,461,2019-11-21,6349
488,432,2020-08-20,33038
248,272,2019-09-15,94720
749,90,2020-08-19,65202
136,657,2019-05-20,63963
289,813,2020-03-18,83639
587,67,2020-06-16,9387
70,315,2020-10-11,14273
906,866,2019-12-05,13517
694,47,2020-08-21,24507
957,41,2020-06-10,46529
294,999,2021-01-26,62432
359,846,2020-07-20,90358
546,663,2019-09-03,80538
176,319,2020-04-02,65612
207,12,2019-09-12,93434
319,781,2020-09-09,29274
641,948,2020-03-13,62985
230,722,2020-09-04,46438
590,649,2019-06-19,36759
521,561,2019-03-18,86339
670,212,2020-06-12,21642
922,618,2020-01-30,67232
164,472,2020-02-05,12688
222,730,2020-02-03,37969
813,74,2020-05-17,27290
212,523,2019-02-19,37011
89,864,2019-11-21,65308
573,533,2020-01-14,33620
982,283,2019-12-26,73129
797,351,2019-11-15,12927
763,649,2020-08-06,62011
102,102,2019-08-07,4573
387,626,2020-08-06,28416
886,128,2019-03-03,27585
795,86,2019-03-22,11356
716,156,2020-07-21,69214
339,707,2019-08-11,94266
487,370,2020-02-27,58824
856,75,2021-01-02,72775
177,176,2020-12-07,30472
775,154,2019-06-05,45059
798,377,2020-09-10,58785
397,627,2019-12-17,37598
760,611,2019-10-06,21979
746,521,2020-05-01,1338
40,339,2019-08-25,50848
888,912,2020-12-22,66593
120,993,2019-04-04,95232
187,834,2020-03-18,79561
387,881,2019-06-25,64025
854,735,2020-04-12,43242
183,736,2019-12-30,84559
497,393,2019-07-23,13832
949,489,2019-04-27,11669
513,42,2020-07-07,18055
539,491,2021-02-15,65249
279,291,2021-01-20,1359
694,326,2020-03-15,72553
72,693,2021-02-13,45754
82,589,2019-10-21,80238
596,244,2020-01-13,62572
241,924,2020-01-15,44966
773,394,2019-11-12,3977
65,725,2020-01-31,51501
596,644,2020-12-30,50740
395,927,2019-10-18,52865
564,907,2021-01-16,88262
606,498,2019-10-23,77080
235,299,2020-06-02,95963
705,939,2019-05-01,63165
618,949,2021-02-06,80316
920,764,2019-04-25,53946
389,66,2020-03-05,65695
376,279,2020-03-30,72739
320,766,2021-02-11,73495
181,515,2019-05-08,27393
237,351,2019-11-17,77882
259,720,2020-10-31,88167
250,961,2019-04-09,30393
320,463,2020-03-25,66193
300,157,2020-06-20,93943
567,147,2019-09-17,36256
122,899,2020-06-11,40680
433,797,2019-07-15,17023
226,989,2020-09-16,99876
303,517,2020-06-26,98812
715,219,2020-08-11,57824
434,162,2020-12-22,43949
66,192,2020-02-24,80244
931,50,2019-12-28,28198
664,36,2020-06-06,11329
756,171,2019-07-14,93849
930,919,2019-04-25,76962
31,299,2021-02-03,1494
733,312,2019-11-19,22614
836,920,2019-07-12,88320
535,618,2020-04-22,43608
413,405,2019-05-21,63306
422,118,2019-03-21,90630
293,206,2020-08-14,32595
976,479,2021-01-23,23453
973,247,2020-03-14,58506
887,115,2020-09-02,69225
333,442,2020-05-01,58868
327,999,2019-04-27,25118
365,974,2019-12-03,19519
679,242,2021-01-17,31481
956,87,2019-03-28,45711
703,344,2019-10-14,71567
271,410,2019-07-13,62481
891,517,2019-02-20,45232
638,419,2020-01-25,86250
896,853,2020-10-01,6248
457,559,2019-04-10,77151
766,965,2019-05-08,88617
74,980,2020-12-27,75709
749,182,2020-12-03,72043
332,396,2020-10-10,69622
68,739,2020-08-18,60719
105,587,2019-03-17,56759
684,845,2019-07-31,16254
867,143,2020-12-13,31378
867,365,2020-12-09,68014
526,980,2019-03-14,72905
90,113,2020-09-14,51301
303,780,2020-01-06,83413
750,153,2019-03-25,69831
316,987,2019-07-02,31151
42,255,2020-05-30,97941
976,734,2020-12-13,60757
664,405,2019-11-16,8324
804,821,2019-03-06,44216
450,937,2019-05-03,5935
967,362,2020-06-25,56928
375,781,2020-01-30,3017
39,393,2020-12-11,47894
819,601,2019-03-25,42467
142,952,2020-07-21,67868
108,562,2020-10-01,64799
971,641,2019-06-21,42158
300,937,2020-04-26,88359
732,333,2019-03-06,2173
851,786,2020-09-01,62246
86,330,2020-02-20,49668
796,22,2019-11-28,42098
624,572,2019-10-29,17739
679,600,2020-04-03,81980
281,545,2019-11-23,12511
484,792,2020-05-04,35091
458,118,2019-02-18,90314
597,641,2020-11-12,57769
370,178,2020-12-22,75618
540,71,2020-10-10,98190
865,686,2019-10-23,37254
269,729,2020-02-05,26260
827,577,2020-08-05,22811
12,420,2020-10-22,18131
932,339,2019-10-26,82019
223,566,2019-10-24,38785
452,279,2021-01-14,83199
998,829,2019-05-27,93994
395,862,2020-10-17,62928
143,943,2020-04-26,32883
533,459,2019-04-03,25840
86,283,2020-12-19,76595
733,459,2019-07-21,31888
685,718,2019-04-27,12362
452,241,2020-06-22,18024
546,428,2019-04-17,33489
55,624,2021-02-17,69077
689,343,2020-06-30,72272
978,78,2020-09-21,53227
429,26,2019-09-29,14618
339,834,2019-04-17,13887
554,416,2020-08-27,32912
32,439,2019-08-26,23185
856,330,2020-01-18,41567
329,322,2019-11-08,81811
753,683,2020-08-17,12167
443,451,2019-08-06,1497
377,863,2021-01-05,24413
80,644,2020-12-05,38139
11,996,2019-09-05,48000
786,412,2020-05-22,56293
402,615,2020-02-10,89547
878,106,2019-07-24,92124
953,395,2019-06-28,61373
383,466,2020-01-21,96282
975,32,2020-07-27,1290
237,115,2020-03-23,27711
43,122,2020-06-27,98377
840,983,2019-07-14,34026
68,536,2020-08-11,45049
502,998,2019-04-09,99807
210,670,2019-06-28,1568
475,987,2019-03-29,76825
314,792,2020-07-21,98464
29,257,2019-06-18,67010
230,832,2019-10-12,73813
661,120,2020-08-19,95486
226,340,2021-02-17,85520
61,283,2019-08-25,9498
595,677,2020-08-09,82004
15,413,2019-04-17,43915
889,326,2020-09-26,99646
433,297,2019-06-10,41207
61,617,2019-08-31,80598
272,182,2020-03-25,34178
778,61,2020-02-24,70023
759,303,2020-06-13,19014
563,101,2020-05-16,48076
826,510,2021-02-14,64238
41,121,2020-11-10,42271
255,749,2019-11-04,47954
697,991,2020-04-17,91702
1000,135,2020-06-30,81090
923,323,2019-09-17,39028
864,694,2019-12-06,86774
642,917,2020-01-30,88116
554,314,2021-01-17,64765
716,962,2020-05-10,62486
801,812,2019-11-13,94780
343,817,2019-10-20,84623
450,928,2020-01-09,91259
508,312,2019-05-07,11300
591,181,2020-04-09,8804
873,94,2020-07-23,49123
554,61,2019-05-05,88148
682,551,2019-12-05,12856
894,131,2019-09-10,86848
729,130,2019-09-19,23814
223,501,2020-10-10,58823
495,815,2019-05-20,37658
224,456,2019-12-31,83146
948,590,2019-03-17,48371
396,777,2021-01-28,83023
312,920,2019-02-23,19365
495,739,2020-01-05,32779
244,618,2019-11-26,26990
203,916,2019-04-12,82580
64,932,2020-06-08,83127
321,215,2019-06-26,2611
191,628,2020-11-10,27002
405,43,2019-04-01,30941
931,320,2019-09-30,39857
938,636,2019-04-30,68669
109,290,2020-11-29,77109
960,369,2019-10-26,2845
636,835,2019-05-08,57241
310,318,2019-06-15,40394
188,546,2020-09-24,69522
48,920,2019-07-03,49493
938,310,2020-08-24,7670
639,992,2019-03-27,40475
293,150,2020-11-23,96854
8,91,2019-05-06,57544
8,752,2019-09-22,27044
805,134,2020-05-18,69841
39,319,2020-10-07,92562
451,681,2019-09-18,60578
886,31,2020-12-30,63878
944,555,2020-02-29,23687
573,26,2019-04-06,14046
603,758,2019-12-21,45542
665,313,2020-10-14,49981
11,785,2020-11-14,36027
598,340,2019-08-02,50452
106,886,2019-08-15,45613
40,107,2020-03-06,97365
451,615,2019-04-24,43433
38,718,2019-04-11,8136
548,895,2020-12-09,17934
387,91,2020-05-03,71064
222,376,2021-01-17,57529
251,901,2020-05-12,24979
825,67,2020-08-01,33645
265,552,2020-11-11,90281
570,26,2019-08-01,2999
67,119,2019-07-20,69166
64,80,2019-11-24,62062
176,552,2019-08-22,60802
752,515,2020-10-31,17988
943,277,2021-01-03,58147
90,821,2020-01-13,27497
281,696,2020-11-09,11804
696,19,2021-01-26,45694
257,797,2020-09-06,95676
666,778,2020-06-22,5667
479,206,2019-05-19,8171
185,607,2020-10-22,18821
335,466,2020-02-27,35871
786,432,2020-12-16,28819
35,932,2019-06-17,96471
452,823,2019-10-07,18920
360,937,2021-01-01,1421
146,891,2020-12-03,64082
137,41,2020-01-13,61234
584,310,2020-12-22,50942
334,137,2019-11-01,93209
442,822,2021-02-04,39137
828,713,2019-04-26,40494
956,146,2019-02-28,92719
280,360,2020-01-01,34079
240,403,2019-09-28,97710
774,268,2019-05-06,9211
772,500,2019-06-02,98434
997,540,2020-02-11,8369
143,276,2019-05-14,28814
495,337,2019-05-26,75251
935,581,2020-03-26,39081
763,702,2020-09-19,75698
442,992,2020-07-02,49563
345,76,2019-05-19,52191
358,349,2020-07-28,84754
788,496,2019-06-25,52362
147,443,2019-03-24,99103
824,484,2019-05-26,15798
185,729,2020-03-28,94903
11,270,2019-09-23,20783
824,290,2019-09-28,99678
907,360,2020-07-04,82973
233,202,2019-08-11,43354
133,638,2020-04-01,32955
535,185,2019-09-11,40746
884,504,2020-09-11,17010
39,275,2020-12-18,69807
953,345,2020-09-03,20286
439,284,2020-07-13,76956
386,771,2019-11-01,26263
937,995,2019-11-25,1272
822,548,2019-12-06,415
816,328,2019-09-24,85862
577,955,2019-04-16,7699
963,502,2020-05-15,28165
580,913,2020-11-13,99776
650,290,2019-06-14,43129
184,967,2020-07-10,7484
43,791,2019-06-17,26095
503,353,2019-04-13,89072
477,828,2020-12-13,88117
307,724,2020-03-06,49971
498,623,2021-01-15,96692
568,731,2021-02-11,34274
34,458,2019-09-20,66386
674,912,2020-12-17,99386
190,486,2019-12-15,51411
657,769,2019-10-27,18942
784,446,2020-12-25,48852
862,620,2021-01-05,12535
535,705,2020-02-09,33120
79,455,2019-04-30,39533
591,571,2020-07-01,61894
24,653,2020-01-23,35717
33,771,2019-04-30,26166
490,970,2020-08-08,82502
165,740,2019-03-10,12538
494,474,2019-04-30,57830
74,983,2020-09-12,87948
938,178,2020-01-05,56858
785,625,2019-08-05,1108
724,478,2019-08-07,80817
95,851,2021-01-11,6798
942,78,2019-08-09,68595
872,530,2020-08-10,32868
421,821,2020-03-09,90839
295,354,2020-11-23,71188
926,20,2020-02-17,98027
604,699,2020-11-23,6529
335,627,2019-04-29,6612
932,845,2020-02-07,33187
568,553,2020-12-19,84339
877,899,2020-06-27,46182
935,881,2019-09-07,64922
47,498,2020-07-19,25952
231,994,2020-10-18,5003
960,8,2020-09-24,38095
198,439,2020-01-04,96229
450,46,2020-11-28,64241
661,496,2020-04-17,48594
870,664,2019-12-08,2307
690,632,2020-10-30,47970
789,321,2020-01-01,40751
209,311,2019-08-07,9407
23,711,2021-01-01,97506
861,39,2020-05-29,2311
469,937,2019-06-13,99625
197,718,2020-06-17,12039
220,741,2020-05-16,90624
212,931,2021-01-04,4196
63,812,2019-09-24,66606
337,754,2020-11-19,30152
66,894,2020-06-08,68338
428,334,2019-08-24,83175
99,857,2019-07-14,28321
634,980,2019-11-12,49695
199,701,2020-10-05,43148
284,238,2019-11-22,19619
454,416,2020-01-28,27915
976,964,2020-07-01,22805
351,764,2019-08-21,2782
809,199,2020-07-11,94420
554,306,2019-06-22,12577
717,75,2019-07-29,51558
173,723,2020-12-10,86654
290,5,2020-09-22,37504
89,659,2019-07-31,10861
682,827,2020-11-28,79269
713,742,2019-04-16,63081
92,479,2019-02-23,9795
680,386,2019-09-22,80429
153,920,2019-07-30,31234
650,509,2019-03-13,95927
202,429,2020-04-29,88303
676,4,2019-09-20,25765
725,903,2020-06-12,505
26,557,2019-09-08,77457
262,127,2020-01-11,13093
953,504,2019-07-12,20129
373,828,2020-02-29,79546
103,216,2019-05-16,59951
877,183,2021-01-03,94950
706,261,2019-05-03,50712
131,326,2019-03-11,19493
352,890,2019-04-17,70588
482,731,2021-01-26,69389
577,649,2019-08-12,2125
566,534,2019-09-06,82064
560,1001,2019-05-25,46908
991,87,2019-10-11,75918
733,885,2020-06-13,30667
426,994,2019-03-15,94387
880,554,2019-08-06,22721
909,97,2019-04-21,41305
213,23,2019-07-19,24821
124,525,2020-08-07,72036
455,666,2020-12-18,79156
691,282,2020-04-11,46853
262,365,2020-04-28,26471
279,448,2019-03-21,23655
500,547,2020-06-21,10796
357,793,2019-05-11,79967
977,288,2021-01-10,20561
514,409,2021-01-16,43883
239,856,2019-10-21,58274
978,429,2020-04-28,61555
230,938,2020-02-12,98945
57,695,2019-06-02,55106
840,908,2019-08-27,30752
883,568,2020-04-28,76594
898,785,2019-09-07,92234
518,507,2020-11-09,67367
237,165,2020-03-23,16485
800,122,2020-05-27,45217
831,610,2019-12-16,44668
296,26,2020-06-09,11776
150,379,2019-06-10,96158
435,187,2021-01-29,57130
101,884,2020-02-12,70171
873,999,2020-03-10,38067
712,367,2019-11-06,46446
121,958,2020-05-17,60114
930,618,2019-12-23,34908
647,663,2021-01-23,83188
879,378,2020-01-30,4796
538,608,2020-10-21,59176
822,817,2021-01-19,55862
86,256,2021-01-28,65054
678,495,2020-03-04,44092
107,974,2020-02-26,727
748,14,2019-07-26,31774
175,37,2020-09-29,29636
208,941,2019-09-04,13018
368,323,2019-07-25,70066
